 name, category,description, lat,lng
 Огоста, dam,,43.37833,23.18167
 Палици, dam,,42.92250,26.01917
 Пасарел, dam,,42.55333,23.47944
 Порой, dam,,42.71917,27.62056
 Пчелина, dam,,42.51778,22.84361
 Пясъчник, dam,,42.41111,24.55667
 Розов кладенец, dam,,42.14278,25.89778
 Сопот, dam,,43.00750,24.42444
 Студена, dam,,42.54056,23.15556
 Студен кладенец, dam,,41.64583,25.56028
 Съединение, dam,,43.32833,26.58778
 Сушица, dam,,41.91500,24.98389
 Телиш, dam,,43.31722,24.23917
 Тешел, dam,,41.66944,24.34944
 Тича, dam,,43.04250,26.75278
 Дяково, dam,,42.35528,23.08722
 Тошков чарк, dam,,41.81000,24.16583
 Тракиец, dam,,41.86194,25.42278
 Трояново, dam,,42.56750,27.17750
 Цанков камък, dam,,41.82222,24.44111
 Цонево, dam,,43.00861,27.40222
 Широка поляна, dam,,41.75639,24.16861
 Шишманов вал, dam,,43.74472,23.62444
 Ясна поляна, dam,,42.25111,27.59528
 Ястребино, dam,,43.14250,26.27722
 Парил, dam,,41.43528,23.68889
 Вирове, dam,,41.43778,23.73472
 Синята скала, dam,,41.61583,23.74222
 Гайтаниново, dam,,41.44833,23.70750
 Лиалево дере, dam,,41.50194,23.78444
 Ватилък, dam,,41.48583,23.82611
 Овощна градина, dam,,41.49778,23.83667
 Блатска, dam,,41.54444,23.88333
 Анйов рид, dam,,41.55000,23.89417
 Хващане, dam,,41.55472,23.87056
 Канина, dam,,41.62806,23.78917
 Гюровица, dam,,41.63250,23.78278
 Умата, dam,,41.62944,24.01667
 Блатото, dam,,41.74222,24.15556
 Будилци, dam,,41.69000,23.09139
 Цапаревски, dam,,41.62028,23.09167
 Белизмата, dam,,41.83139,23.46056
 Преливника, dam,,41.87583,23.44889
 Кранчев, dam,,41.87583,23.36611
 Ръждавец, dam,,41.91361,23.45139
 Милтеница, dam,,41.94194,23.44444
 Тепсията, dam,,41.94056,23.44750
 Добърско, dam,,41.96194,23.48278
 Равна нива, dam,,41.93944,23.47278
 Бело бърдо, dam,,41.93639,23.48389
 Трестов дол, dam,,41.93139,23.56000
 Лешко, dam,,41.93639,22.95639
 Стайковци, dam,,41.98444,22.96583
 Долистово, dam,,42.30000,22.98778
 Мраводол, dam,,42.35139,22.95944
 Лиляч, dam,,42.29972,22.87417
 Таваличево, dam,,42.30944,22.85583
 Къртище, dam,,42.29861,22.84972
 Извор, dam,,42.42528,22.87000
 Стефаново, dam,,42.48361,23.03611
 Червена могила, dam,,42.51139,23.00250
 Върба, dam,,42.53583,22.96583
 Башляк, dam,,42.58361,22.94111
 Слаковци, dam,,42.70278,22.90833
 Мещица, dam,,42.68167,23.03472
 Мало бучино, dam,,42.69417,23.16833
 Суходол, dam,,42.69722,23.19667
 Мрамор, dam,,42.78028,23.25806
 Хераково, dam,,42.78889,23.14472
 Красава, dam,,42.78667,22.85833
 Братушково, dam,,42.82556,22.98528
 Сливница, dam,,42.82917,23.06194
 Безден, dam,,42.88028,23.09500
 Среченска бара, dam,,43.20556,23.20500
 Горно Церовене, dam,,43.56222,23.13333
 Чернила, dam,,43.38250,23.25139
 Липовец, dam,,43.40694,23.26583
 Добри дол, dam,,43.37500,23.33917
 Уровяне, dam,,43.38222,23.41944
 Караджа, dam,,43.39056,23.42444
 Христо Смирненски, dam,,43.60722,23.00167
 Дреновец, dam,,43.69444,22.89389
 Брусарци, dam,,43.65167,23.06556
 Слатина, dam,,43.58750,23.17111
 Козаревец, dam,,43.60333,23.17222
 Долно Церовене, dam,,43.60639,23.24111
 Ковачица, dam,,43.79083,23.34611
 Липница, dam,,43.78972,23.44056
 Стойквица, dam,,41.54833,24.05194
 Душманица, dam,,41.59278,24.05417
 Чобаново, dam,,41.99278,24.36083
 Дебращица, dam,,42.08417,24.25722
 Белащица, dam,,42.06611,24.73194
 Сидовско дере, dam,,42.28139,24.00528
 Големото дере, dam,,42.29306,24.02167
 Карабунар, dam,,42.28194,24.17000
 Виноградец, dam,,42.31556,24.12028
 Лисичево, dam,,42.33917,24.09861
 Церово, dam,,42.34361,24.05806
 Боримечково, dam,,42.40667,24.11417
 Точиларци, dam,,42.30694,24.48361
 Тополи дол, dam,,42.35750,24.43806
 Правище, dam,,42.35333,24.53528
 Блатница, dam,,42.37333,24.42528
 Драгомир, dam,,42.38611,24.45417
 Найден Герово, dam,,42.35556,24.48167
 Голям чардак, dam,,42.31389,24.59000
 Церетелево, dam,,42.35472,24.65528
 Ново Железаре, dam,,42.40694,24.64000
 Кавака, dam,,42.43722,24.59806
 Беловица, dam,,42.43944,24.51139
 Бански дол, dam,,42.45694,24.53611
 Драганчов дол, dam,,42.47139,24.56917
 Старо Железаре, dam,,42.45444,24.66417
 Синята река, dam,,42.47306,24.70250
 Паничери, dam,,42.49306,24.62972
 Момина баня, dam,,42.51333,24.75028
 Климент, dam,,42.59556,24.66139
 Костенец, dam,,42.28750,23.83472
 Бакър дере, dam,,42.48722,23.72528
 Кривина, dam,,42.67611,23.47139
 Григорево, dam,,42.69694,23.59583
 Чепинци, dam,,42.74583,23.43167
 Челопечене, dam,,42.72389,23.46639
 Ботунец, dam,,42.73056,23.51028
 Белопопци, dam,,42.65250,23.78750
 Каменна могила, dam,,42.68028,24.00306
 Бебреш, dam,,42.83750,23.78139
 Етрополе, dam,,42.83444,23.93778
 Долна Кремена, dam,,43.16139,23.74444
 Земинец, dam,,43.18333,23.71083
 Крапец, dam,,43.17639,23.65861
 Върбешница, dam,,43.18528,23.68306
 Горна Бешовица, dam,,43.20722,23.80611
 Рупци, dam,,43.24806,24.13556
 Торещиите, dam,,43.26778,24.19944
 Мончовец, dam,,43.30417,23.95722
 Косталево, dam,,43.20861,23.61500
 Дъбника, dam,,43.20667,23.58528
 Разсадника, dam,,43.24333,23.53417
 Сухия скът, dam,,43.28000,23.64944
 Мраморчица, dam,,43.29472,23.69083
 Голямо Пещене, dam,,43.31722,23.77778
 Бели извор, dam,,43.28611,23.45361
 Влашки дол, dam,,43.28806,23.48917
 Агов дол, dam,,43.30750,23.49833
 Лиляче, dam,,43.33500,23.52000
 Чирен, dam,,43.35889,23.58500
 Баурене, dam,,43.44000,23.49639
 Гайтан, dam,,43.45861,23.51611
 Галатин, dam,,43.43139,23.52778
 Лесура, dam,,43.45611,23.58417
 Девене, dam,,43.42056,23.62500
 Три кладенци, dam,,43.43167,23.64333
 Соколаре, dam,,43.43139,23.85611
 Габов дол, dam,,43.44222,23.75250
 Селски, dam,,43.44028,23.75972
 Андровски, dam,,43.45972,23.76694
 Градешница, dam,,43.48972,23.46194
 Добролево, dam,,43.50444,23.78167
 Сираково, dam,,43.51833,23.75222
 Рогозен, dam,,43.52611,23.72250
 Ботево, dam,,43.57222,23.72861
 Вълчовец, dam,,43.47528,24.48639
 Долна Митрополия, dam,,43.46056,24.49972
 Милен Кладенец, dam,,43.42833,24.44361
 Мизия, dam,,43.38611,24.62000
 Тученица, dam,,43.36417,24.69250
 Бохот, dam,,43.32750,24.66278
 Иванков дол, dam,,43.32000,24.60972
 Ракита, dam,,43.26611,24.28139
 Мишковец, dam,,43.22861,24.72806
 Николаево, dam,,43.22389,24.63250
 Беглеж, dam,,43.23278,24.55417
 Каленик, dam,,43.14694,24.50778
 Морун, dam,,43.07083,24.48667
 Бенковски, dam,,41.40778,25.24250
 Вълкович, dam,,41.51861,25.30444
 Плазище, dam,,41.51889,25.33806
 Боровица, dam,,41.76167,25.13611
 Даскалово, dam,,41.77972,25.28167
 Новоселище, dam,,41.78556,25.24944
 Комунига, dam,,41.79500,25.23722
 Черешка, dam,,41.88694,25.13361
 Новаково, dam,,41.88750,25.07083
 Мечка, dam,,41.92333,25.10083
 Таушаница, dam,,41.96389,25.11583
 Нови извор, dam,,41.96361,25.02667
 Бодрово, dam,,42.01306,25.32694
 Езерово, dam,,42.00139,25.26889
 Четиридесетте извора, dam,,42.00167,24.93500
 Долни Воден, dam,,42.02000,24.84583
 Еленката, dam,,42.08889,25.14750
 Богданица, dam,,42.08528,25.01639
 Конуш, dam,,42.08000,25.03917
 Моминско, dam,,42.06500,24.91500
 Кочево, dam,,42.10417,24.94194
 Чирпан, dam,,42.16861,25.31222
 На големия баир, dam,,42.23111,25.29944
 Бяло магаре, dam,,42.21778,25.21778
 Оризовски, dam,,42.23167,25.19750
 Кисимови дупки, dam,,42.19111,25.02694
 Спасово, dam,,42.27694,25.29611
 Болярино, dam,,42.26250,25.05194
 Братя Даскалови, dam,,42.31139,25.20028
 Православ, dam,,42.32667,25.14389
 Гюлбунар, dam,,42.30500,25.05278
 Плоска могила, dam,,42.30417,25.04694
 Борец, dam,,42.34889,24.94972
 Мурла, dam,,42.64806,24.77389
 Осетеново, dam,,42.58306,25.05917
 Гердеме, dam,,42.62806,25.20139
 Северни кладенци, dam,,42.63333,25.37417
 Радева чешма, dam,,42.64528,25.34722
 Голямо Дряново, dam,,42.66250,25.23917
 Хаджидимитрово, dam,,42.66722,25.34056
 Крънска кория, dam,,42.65389,25.37000
 Душево, dam,,42.95611,25.01139
 Синкевица, dam,,42.86528,25.27722
 Войново, dam,,42.88306,25.28500
 Пача бара, dam,,42.88472,25.24389
 Гергини, dam,,42.88750,25.24750
 Разсадника, dam,,42.89278,25.26861
 Белчев дол, dam,,42.91417,25.28444
 Лопушница, dam,,42.92056,25.21250
 Търхово, dam,,42.98472,25.22833
 Янтра, dam,,42.98528,25.29889
 Скалак, dam,,42.98028,25.37972
 Гостилица, dam,,43.01167,25.33250
 Добромирка, dam,,43.07528,25.21778
 Негованка, dam,,43.14861,25.37583
 Бибора, dam,,43.22833,24.85778
 Александрово, dam,,43.27083,24.91083
 Катерица, dam,,43.30528,24.90278
 Борислав, dam,,43.31722,24.95028
 Пелишат, dam,,43.34111,24.78806
 Долник, dam,,43.33444,24.87750
 Каменец, dam,,43.35222,25.03528
 Шаварна, dam,,43.35694,24.98889
 Лъдженска бара, dam,,43.39222,25.01694
 Пордим, dam,,43.40611,24.84139
 Одърне, dam,,43.36972,24.91667
 Масларево, dam,,43.39778,25.45333
 Страхилово, dam,,43.41694,25.57194
 Славяново, dam,,43.46333,24.89083
 Водицата, dam,,43.48750,24.81444
 Койловци, dam,,43.50056,24.77389
 Шумата, dam,,43.51222,24.83194
 Татари, dam,,43.57667,25.18111
 Лесопарк Липник, park,,43.84722,26.07861
 Карашлака, dam,,43.43028,25.59056
 Босилковци, dam,,43.49833,25.58778
 Обретеник, dam,,43.56056,25.78500
 Бистренци, dam,,43.42694,25.81972
 Баниска, dam,,43.42528,25.89194
 Пасванска чешма, dam,,43.35806,26.00694
 Ковачевец, dam,,43.36139,26.08917
 Ломци, dam,,43.44417,26.34917
 Помощица, dam,,43.46278,26.34889
 Осенец, dam,,43.53389,26.36611
 Езиците, dam,,43.57750,26.24000
 Любин дол, dam,,43.58944,26.27444
 Цар Калоян, dam,,43.62194,26.21556
 Ташлъ дере, dam,,43.29139,25.91722
 Къндака, dam,,43.28833,25.92944
 Юреня, dam,,43.27750,25.94194
 Асеново, dam,,43.27222,26.03972
 Белият камък, dam,,43.22139,25.99472
 Долна Златица, dam,,43.19611,26.14361
 Семерци, dam,,43.18500,26.17500
 Еревиш, dam,,43.13306,26.19944
 Костимял - долен, dam,,43.14417,25.73889
 Костимял - горен, dam,,43.13194,25.74361
 Балтей, dam,,43.10806,25.74056
 Добри дял, dam,,43.10389,25.79583
 Слона, dam,,43.05944,25.72056
 Мерданя, dam,,43.06417,25.77528
 Беброво, dam,,42.95500,26.03361
 Метракък, dam,,42.68056,25.91694
 Твърдица, dam,,42.68083,25.88528
 Конаре, dam,,42.67139,25.84417
 Гурково, dam,,42.65944,25.78111
 Кортен, dam,,42.55806,26.00667
 Ценино, dam,,42.54972,26.04611
 Скъсаната дупка, dam,,42.59833,26.28861
 Крумовски, dam,,42.44778,26.05167
 Графитово, dam,,42.45250,26.11972
 Омарчево, dam,,42.45694,26.15750
 Питово, dam,,42.44167,26.18139
 Биково, dam,,42.46417,26.20722
 Радево, dam,,42.40833,26.04361
 Еленово, dam,,42.38472,26.16389
 Роза, dam,,42.39556,26.37944
 Гита, dam,,42.20639,25.44139
 Длъгнево, dam,,42.13611,25.54417
 Здравец, dam,,42.13583,25.56972
 Майката, dam,,42.16278,25.61472
 Княжевско, dam,,42.20472,25.77722
 Великово, dam,,42.18000,25.81778
 Априлово, dam,,42.21167,25.82667
 Константиновец, dam,,42.23417,25.85500
 Рисиманово, dam,,42.22583,25.93028
 Овчи кладенец, dam,,42.23167,26.24528
 Скалица, dam,,42.26472,26.27722
 Гарваново, dam,,41.98528,25.41389
 Троянски, dam,,42.06639,25.94472
 Гитчите, dam,,41.82889,25.97889
 Чекма Дере, dam,,41.84694,26.03694
 Сива река, dam,,41.75000,26.03417
 Вълче поле, dam,,41.67222,26.01972
 Зли трап, dam,,41.54194,25.47306
 Свобода, dam,,41.57056,25.41500
 Планиново, dam,,41.95889,26.36861
 Воден, dam,,42.04861,26.89444
 Телеменовия, dam,,42.08583,26.83833
 Попово, dam,,42.22472,26.72389
 Кирилово, dam,,42.21528,26.64139
 Пчела, dam,,42.22167,26.47417
 Малазмак, dam,,42.28028,26.37750
 Видинци, dam,,42.32111,26.38111
 Камен връх, dam,,42.26333,26.78250
 Стройно, dam,,42.28500,26.68583
 Тамарино, dam,,42.37722,26.76417
 Тенево, dam,,42.37361,26.57556
 Войника, dam,,42.40417,26.82556
 Първенец, dam,,42.42528,26.81389
 Правдино, dam,,42.44278,26.90222
 Богорово, dam,,42.46778,26.86722
 Светлина, dam,,42.38944,27.10639
 Загорци, dam,,42.41250,27.05083
 Орлинци, dam,,42.42444,27.03000
 Черково, dam,,42.49528,26.99972
 Екзарх Антимово, dam,,42.53194,26.96972
 Крушово, dam,,42.53417,27.02528
 Трояново, dam,,42.56944,27.17639
 Ирибой, dam,,42.59500,26.89611
 Цанко Церовски, dam,,42.62611,26.84000
 Поляново, dam,,42.72556,27.16028
 Арача, dam,,42.74000,27.04917
 Божанова кория, dam,,42.75028,26.97278
 Геренчето, dam,,42.76056,26.86694
 Петковец, dam,,42.76667,26.86139
 Съединение, dam,,42.86528,27.03639
 Златар, dam,,43.09944,26.93778
 Янково, dam,,43.08917,27.08778
 Салманово, dam,,43.16528,26.95583
 Дибич, dam,,43.24056,26.97667
 Шумен, dam,,43.27778,26.96944
 Ралица, dam,,43.31722,26.53389
 Лозница, dam,,43.36778,26.61500
 Чудомир, dam,,43.37139,26.50694
 Синя вода, dam,,43.40778,26.57944
 Буйново, dam,,43.37306,26.73194
 Балкански, dam,,43.48667,26.41889
 Липник, dam,,43.59000,26.54056
 Желязковец, dam,,43.49500,26.70028
 Четирите гьола, dam,,43.70500,26.64806
 Голям извор, dam,,43.54222,26.71056
 Харсово, dam,,43.54278,26.75250
 Голяма вода, dam,,43.55556,26.81972
 Карамихал, dam,,43.58639,26.84222
 Шана, dam,,43.55556,26.89444
 Лиси връх, dam,,43.50806,27.10389
 Каолиново, dam,,43.60194,27.09611
 Исперих, dam,,43.68194,26.81944
 Мръсен гьол, dam,,43.74806,26.80778
 Прелез, dam,,43.78639,26.66861
 Веселец, dam,,43.80861,26.73194
 Боблъка, dam,,44.02556,26.59472
 Звънарци, dam,,43.91750,26.45333
 Сокол, dam,,43.96417,26.83111
 Дичево, dam,,43.99306,26.89667
 Бащино, dam,,43.95556,26.91417
 Правда, dam,,43.87278,27.00639
 Чернолик, dam,,43.88722,27.08000
 Поройно, dam,,43.84056,27.12278
 Цар Асен, dam,,43.87361,27.25944
 Васил Левски, dam,,43.93528,27.38889
 Бистра, dam,,43.85000,27.36917
 Страхил, dam,,43.49861,27.60694
 Черковна, dam,,43.18806,27.29500
 Комарево, dam,,43.12500,27.36861
 Тръстиково, dam,,43.12750,27.57056
 Аврен, dam,,43.10667,27.65222
 Узунджа гьол, dam,,42.83333,27.31000
 Съдиево, dam,,42.68389,27.32611
 Маринка, dam,,42.37889,27.49611
 Росен, dam,,42.37444,27.57028
 Чаира, dam,,42.15611,23.87000
 Яденица, dam,,42.09611,23.87806
 Студеното кладенче, dam,,42.08861,26.67889
 Медвенски язовир, dam,,42.84222,26.58722
 Новачка (Кукин извор), spring,,42.84389,26.61944
 Стрелча, dam,,42.49778,24.28722
 Малък Калин, dam,,42.17139,23.26444
 Кюмюрлука, dam,,41.89861,25.90278
 Ветрен, dam,,42.60278,27.41389
 Гаганица, dam,,43.32000,23.12528
 Крапец, dam,,43.06611,24.89250
 Ново Паничарево, dam,,42.28389,27.53556
 Мишковец (Берковски), dam,,43.25278,23.11528
 Балова шума, dam,,43.38278,23.08389
 Беглика, dam,,41.82333,24.12833
 Ледево (Червещица), dam,,42.99611,24.78250
 Шарково, dam,,43.01139,24.84083
 Полето, dam,,43.04528,24.86417
 Прелом, dam,,43.07167,24.83778
 Селището (Къкрина), dam,,43.10389,24.89417
 Каля черква, dam,,42.99250,24.84500
 Градинарски язовир, dam,,42.99306,24.82083
 Бели Искър, dam,,42.12778,23.56778
 Тополница, dam,,42.45500,23.99444
 Фисек, dam,,43.31944,26.73889
 Дуванлии, dam,,42.38889,24.71722
 Черноземен, dam,,42.40083,24.74417
 Христо Смирненски, dam,,42.80750,25.26111
 Дервиша, dam,,43.15722,26.76306
 Поляница, dam,,43.21389,26.54778
 Маньов дол, dam,,42.50653,24.53294
 Раковица, dam,,42.51997,24.53006
 Кринец, dam,,41.82222,23.49417
 Беломорци, dam,,43.12972,26.43611
 Левка, dam,,41.87756,26.22411
 Калугерица, dam,,43.31550,27.11056
 Пчелина, dam,,43.48917,26.46972
 Скърнава Правец, dam,,42.89586,23.89339
 Мали лаг, dam,,42.90533,23.81392
 Буйновско ждрело, gorge,,41.64444,24.33417
 Еменски каньон, gorge,,43.14000,25.36389
 Медвенско ждрело, gorge,,42.85736,26.54719
 Искърски пролом, gorge,,43.08833,23.40583
 Чернелка, gorge,,43.32500,24.54917
 Шейтан дере, gorge,,41.61556,25.64472
 Шегава, gorge,,42.39500,22.71889
 Калето Реселец, gorge,,43.23806,24.01722
 Бяла река, gorge,,42.66611,24.95278
 Каньони в Северен Джендем, gorge,,42.73744,24.93261
 Кресненски пролом, gorge,,41.74806,23.15694
 Момина клисура, gorge,,41.71944,23.69611
 Панчаревски пролом, gorge,,42.55639,23.42417
 Скрински пролом, gorge,,42.18750,22.94889
 Стремски пролом, gorge,,42.46722,24.12556
 Триградско ждрело, gorge,,41.62000,24.38083
 Трънско ждрело на река Ерма, gorge,,42.86167,22.64972
 Тъжанско ждрело, gorge,,42.67639,25.04889
 Хайдушки дол, gorge,,41.65000,24.32556
 Енинско ждрело, gorge,,42.67444,25.40917
 Голямата канара, gorge,,43.21667,27.50556
 Олу дере, gorge,,41.91278,25.87722
 Ждрелото на Тунджа, gorge,,41.94861,26.54444
 Чепинско дефиле, gorge,,42.14611,24.13056
 Мъглижка клисура, gorge,,42.62278,25.54500
 Дервента, gorge,,43.11056,25.61639
 Каньон на река Осъм Ловеч, gorge,,43.12556,24.71400
 Каньона, gorge,,43.24111,25.02417
 Канинско ждрело, gorge,,41.71167,23.82833
 Пролом на река Нишава, gorge,,43.02972,22.97500
 Петлюка, gorge,,42.78889,22.99167
 Вратцата, gorge,,43.19111,23.53056
 Новоселска клисура, gorge,,42.71111,26.32556
 Крайречен ландшафтен парк Панега, gorge,,43.18500,24.14833
 Тъмръшки каньон, gorge,,41.94378,24.56628
 Ждрело на река Ръчене, gorge,,43.22500,23.93533
 Духлата, cave,,42.49472,23.19611
 Орлова чука, cave,,43.59306,25.95972
 Ягодинска пещера, cave,,41.62861,24.33056
 Темната дупка, cave,,43.08889,23.38500
 Врелото, cave,,42.47583,23.18111
 Андъка, cave,,42.94778,25.43167
 Балабанова дупка, cave,,43.13500,23.04194
 Приказна, cave,,42.88278,26.37111
 Бонинска дупка, cave,,43.24028,25.04806
 Русе 213, cave,,43.12194,25.33139
 Тизоин, cave,,43.08889,23.07472
 Бачо Киро, cave,,42.94694,25.43000
 Понора, cave,,43.30778,23.57722
 Райчова дупка, cave,,42.76750,24.69278
 Водната, cave,,43.00389,23.35917
 Луцифер, cave,,42.89278,26.33667
 Моровица, cave,,42.96528,24.18778
 Еменска, cave,,43.13806,25.36056
 Мъгливия сняг, cave,,42.76917,25.91306
 Марина дупка, cave,,42.83500,25.38389
 Парниците, cave,,43.20056,24.43278
 Бамбалова дупка, cave,,43.12389,25.32500
 Троана, cave,,43.11806,25.31361
 Зандана, cave,,43.25833,26.87889
 Магурата, cave,,43.72806,22.58167
 Барките, cave,,43.22083,23.45806
 Каците, cave,,43.03472,23.29944
 Беляр, cave,,43.22444,23.45611
 Деветашка пещера, cave,,43.23333,24.88611
 Ел Сагуаро, cave,,43.09472,23.07944
 Байов комин, cave,,43.24833,23.90306
 Изворът на Кастракли, cave,,41.67917,24.28944
 Маноилова дупка, cave,,41.72000,23.75722
 Водопада, cave,,43.24250,25.03444
 Мандрата, cave,,43.07056,24.53028
 Тайните понори, cave,,43.26750,26.85583
 Мачанов трап, cave,,42.96056,25.21806
 Голубовица, cave,,41.50889,24.68694
 Голямата темнота, cave,,42.95111,23.19194
 Младенова, cave,,43.32389,23.57694
 Александър Блажев, cave,,43.58972,25.94167
 Куманица, cave,,42.74944,24.69417
 Урушка маара, cave,,43.24528,25.03083
 Лепеница, cave,,41.95389,24.01194
 Кривата пещ, cave,,43.06167,23.09806
 Маяница, cave,,43.00056,23.34306
 Ледницата, cave,,41.64778,24.52417
 Падалото, cave,,42.96056,25.32361
 Ледника, cave,,42.93333,26.51278
 Кална мътница, cave,,43.26528,23.34806
 Малка Микренска, cave,,43.02750,24.52528
 Сопотска, cave,,43.02139,24.41667
 Мъглива, cave,,42.91500,26.49389
 Задъненка, cave,,43.17639,24.07056
 Дрангалешка, cave,,41.64722,24.47000
 Водната на Купена, cave,,42.01528,24.28722
 Горник, cave,,43.23694,25.02806
 Малка яма, cave,,42.77444,24.69389
 Аладжанска, cave,,43.32833,24.54750
 Върла, cave,,42.85194,24.76806
 Седларката, cave,,43.29056,24.29861
 Духалото, cave,,42.84750,24.92500
 Водната пещ, cave,,43.01167,23.74861
 ППД, cave,,42.49694,23.21139
 Арбанашка, cave,,43.09889,25.65611
 Новата, cave,,42.01694,24.29417
 Песопин камик, cave,,43.18750,23.44778
 Рушова, cave,,43.26278,24.26278
 Душника, cave,,43.00444,23.23833
 Мижишница, cave,,43.20806,23.47139
 Козарска, cave,,43.08472,23.37111
 Юбилейна, cave,,42.02000,24.25750
 Водните дупки, cave,,42.73308,24.89978
 Голямата яма, cave,,42.89278,26.29056
 Топчика, cave,,41.87861,24.89750
 Мишин камик, cave,,43.46278,22.88639
 Иванова вода, cave,,41.90194,24.89028
 Драшанска, cave,,43.25500,23.90750
 Банковица, cave,,43.17333,24.07889
 Еминова дупка, cave,,41.67222,24.30556
 Черепишка, cave,,43.09944,23.60944
 Голямата вода, cave,,43.16000,24.07694
 Академик, cave,,42.88444,26.43889
 Мечата дупка, cave,,43.01167,23.39361
 Дяволското гърло, cave,,41.61444,24.37972
 Гаргина дупка, cave,,41.85028,24.93389
 Птича дупка, cave,,42.72333,24.69639
 Харамийска дупка, cave,,41.61528,24.38139
 Темната дупка, cave,,43.01472,22.88806
 Тиганчето, cave,,43.31583,23.56444
 Самурска дупка, cave,,41.73111,24.67722
 Диневата пещ, cave,,43.06778,23.09611
 Божия мост, cave,,43.31556,23.55278
 Бориковска, cave,,41.48361,24.61611
 Зиданка, cave,,43.17472,24.07917
 Шаралийска, cave,,41.71306,23.31417
 Снежанка, cave,,42.01111,24.27500
 Академик, cave,,42.49167,23.19000
 Ухловица, cave,,41.51500,24.65889
 Леденика, cave,,43.20417,23.49278
 Пепелянката, cave,,42.49333,23.19639
 Ръжишка, cave,,43.09000,23.38611
 Калето, cave,,42.15028,27.36306
 Зъбата, cave,,42.56000,26.30000
 Модърска, cave,,41.85833,24.50083
 Гарваница, cave,,43.21194,25.04889
 Проходна, cave,,43.17556,24.07306
 Сухата, cave,,42.48889,23.18056
 Бъндерица, cave,,41.76722,23.42444
 Жива вода, cave,,42.52500,23.19944
 Черните извори, cave,,42.89167,26.56833
 Темната дупка, cave,,43.17500,24.07556
 Съева дупка, cave,,43.04694,24.18583
 Партизанска дупка, cave,,41.69889,24.31306
 Влаевска, cave,,42.91778,24.24472
 Ямата, cave,,41.86861,24.86833
 Елата, cave,,43.03639,23.28028
 Змеюва дупка, cave,,42.87619,25.48022
 Белите езера, cave,,43.19667,24.06028
 Ледницата, cave,,42.90417,26.57222
 Дядова дупка, cave,,43.12778,23.61250
 Ямата, cave,,43.00000,23.34528
 Стълбица, cave,,43.22389,25.00583
 Голяма пещера, cave,,42.87806,25.76750
 Раковски, cave,,42.93833,26.52056
 Травнината, cave,,43.01500,23.23472
 Великански очи, cave,,43.15556,23.84056
 Черните извори, cave,,42.88944,26.33417
 Кристална, cave,,43.08306,23.37583
 Драганчовица, cave,,43.02750,24.17361
 Злото биле, cave,,43.04750,24.23306
 Охобохо, cave,,43.18667,23.54972
 Джераница, cave,,42.49417,23.20722
 Добростански бисер, cave,,41.89139,24.87278
 Хладилника, cave,,41.67083,25.12000
 Отшелническа пещера на Свети Иван Рилски Скрино, cave,,42.17444,22.94444
 Дрънчи дупка, cave,,42.04722,26.53833
 Вятърничавата пещера, cave,,43.66111,26.14306
 Пробит камък, cave,,43.65889,26.13111
 Вулвата, cave,,41.70000,25.24000
 Четирска пещера, cave,,42.24750,22.88556
 Дряновска пещера, cave,,42.88111,26.35750
 Кървавата локва, cave,,42.88167,26.36278
 Чавдарска, cave,,43.24194,24.96722
 Брежанка, cave,,42.13806,27.32778
 Кошарата, cave,,42.13806,27.32889
 Пещерето, cave,,43.04167,23.42500
 Пещерата, cave,,42.58389,23.52361
 Белополянска пещера Коджа кая, cave,,41.44639,26.14139
 Петлюка, cave,,42.78833,22.99278
 Проходна пещера Калето, cave,,41.50917,24.68722
 Последна отшелническа пещера на Свети Иван Рилски, cave,,42.15639,23.38111
 Прашна, cave,,43.12500,25.62139
 Свинската дупка, cave,,43.08806,23.37222
 Зиданка, cave,,43.08889,23.38444
 Цепнатината, cave,,42.46042,25.47108
 Марина дупка, cave,,43.19861,26.49500
 Шаренка, cave,,41.48833,24.91603
 Кобилини дупки, cave,,43.13369,23.46203
 Челевешка пещера, cave,,41.87200,24.59939
 Влахински езера, lake,,41.75528,23.38889
 Гергийски (Георгийски) езера, lake,,41.74611,23.38111
 Синанишко езеро, lake,,41.73111,23.36167
 Спанополски езера, lake,,41.72639,23.40278
 Бъндеришки езера, lake,,41.73667,23.41361
 Тодорини очи, lake,,41.74639,23.43139
 Стрижишки езера, lake,,41.75167,23.44833
 Жабешкото езеро, lake,,41.73833,23.42278
 Василашки езера, lake,,41.73611,23.44722
 Валявишки езера, lake,,41.71083,23.48056
 Типицки езера, lake,,41.72611,23.45694
 Башлийски езера, lake,,41.71694,23.45472
 Чаирски езера, lake,,41.70417,23.45278
 Превалски езера, lake,,41.70556,23.47083
 Тевно езеро, lake,,41.69944,23.47972
 Малокаменишки езера, lake,,41.69389,23.48417
 Митрово езеро, lake,,41.68778,23.49972
 Аргирово езеро, lake,,41.69167,23.50833
 Кременски езера, lake,,41.69944,23.52139
 Попово езеро, lake,,41.70722,23.50833
 Безбожко езеро, lake,,41.73250,23.52417
 Кукленско езеро, lake,,41.67133,23.46775
 Маленкото езеро, lake,,41.67500,23.49639
 Брезнишки езера, lake,,41.68056,23.52361
 Корнишки езера, lake,,41.67028,23.52694
 Каменишки езера, lake,,41.69111,23.53667
 Рибни езера, lake,,41.71167,23.51111
 Полежански езера, lake,,41.72083,23.49611
 Самодивски езера, lake,,41.70194,23.50111
